,cov,sleep
0,0.7664139270782471,0.65
1,0.7062099575996399,0.6566666666666666
2,0.743701159954071,0.6433333333333333
3,0.7537491321563721,0.6366666666666667
4,0.741973340511322,0.6466666666666666
5,0.7467709183692932,0.64
6,0.7645183801651001,0.6466666666666666
7,0.7489851117134094,0.6466666666666666
8,0.7383835911750793,0.65
9,0.7513167858123779,0.65
10,0.7925822734832764,0.6166666666666667
11,0.754319429397583,0.6366666666666667
12,0.7524574995040894,0.6566666666666666
13,0.7216425538063049,0.6466666666666666
14,0.7070151567459106,0.6733333333333333
15,0.7443218231201172,0.65
16,0.7623376846313477,0.64
17,0.7070319056510925,0.6666666666666666
18,0.7503606677055359,0.65
19,0.7882208824157715,0.6233333333333333
20,0.7114100456237793,0.6533333333333333
21,0.7281343340873718,0.64
22,0.8096923828125,0.61
23,0.6911128163337708,0.6733333333333333
24,0.7744321823120117,0.64
25,0.7749186158180237,0.6333333333333333
26,0.7399771809577942,0.6366666666666667
27,0.7241252064704895,0.6666666666666666
28,0.7576072812080383,0.6266666666666667
29,0.7593685984611511,0.65
30,0.7718656659126282,0.6433333333333333
31,0.7991914749145508,0.62
32,0.7529774904251099,0.6466666666666666
33,0.6780118942260742,0.6923076923076923
34,0.729627251625061,0.6421404682274248
35,0.69931560754776,0.6555183946488294
36,0.7229174375534058,0.6622073578595318
37,0.7230348587036133,0.6722408026755853
38,0.7409165501594543,0.6421404682274248
39,0.7430469393730164,0.6421404682274248
40,0.7208038568496704,0.6555183946488294
41,0.7144942283630371,0.674496644295302
42,0.7469408512115479,0.622895622895623
43,0.7019051909446716,0.6599326599326599
44,0.7843726277351379,0.6127946127946128
45,0.744156002998352,0.6474576271186441
46,0.7836511135101318,0.6258503401360545
47,0.7582217454910278,0.6450511945392492
48,0.7575057148933411,0.6288659793814433
49,0.7768350839614868,0.6185567010309279
50,0.7425050735473633,0.6228373702422145
51,0.7441126704216003,0.6328671328671329
52,0.794725775718689,0.5950704225352113
53,0.7294055223464966,0.6107142857142858
54,0.7798652648925781,0.6029411764705882
55,0.7778299450874329,0.6022304832713755
56,0.7560787200927734,0.6374045801526718
57,0.7546380162239075,0.6181102362204725
58,0.7066282033920288,0.657258064516129
59,0.7723950147628784,0.6090534979423868
60,0.7458008527755737,0.6069868995633187
61,0.7436628937721252,0.6273584905660378
62,0.7109488844871521,0.6424870466321243
63,0.6900421977043152,0.6201117318435754
64,0.5910414457321167,0.66875
65,0.6477379202842712,0.6530612244897959
66,0.5918272733688354,0.6846153846153846
67,0.7823125123977661,0.5217391304347826
68,0.6467112898826599,0.6597938144329897
69,0.6071459054946899,0.6923076923076923
70,0.632067084312439,0.6764705882352942
71,0.6246401071548462,0.6833333333333333
72,0.6818643808364868,0.625
73,0.5723450183868408,0.6923076923076923
74,0.429861843585968,0.7931034482758621
75,0.5081108212471008,0.7391304347826086
76,0.5928853750228882,0.6666666666666666
77,0.5531632900238037,0.7222222222222222
78,0.2771132290363312,0.8571428571428571
79,0.14247311651706696,0.9166666666666666
80,0.28878679871559143,0.8181818181818182
81,0.43798530101776123,0.7
82,0.21286512911319733,0.8571428571428571
83,0.223612442612648,0.8333333333333334
84,0.0,1.0
85,0.5039768815040588,0.5
